review,rating,gym,branch,length,year
"I loved this gym!
Pros:
Firstly, there is no hard selling tactics used like other gyms in the neighborhood. They are transparent about their rates online, unlike other gyms that will give you a special price on immediate sign up type of offers.
They deliver what they charge for, the gyms are sparkling, class apart from most gyms. The vibrant ambience, the facilities, tons of equipment, healthy cafe, space and lots more makes anyone look forward to work out time.

Cons:
- For a location like tanjong pagar where there is residential crowds as well as office crowds, they could do with classes during the non-peak hours too. Classes were always too full at peak hour.
- At the end of my contract, I faced some challenges ...(I didnt end it because I didnt like the gym but I was relocating) and ofcourse there is always a one-off case but many businesses with membership contracts like gyms, phone companies have such issues, so no surprise there. Though I must say the staff were very helpful and resolved the issue within the week.",4,Virgin Active,Tanjong Pagar,1036,2020
"Came for a casual workout, such an awesome facility. Was there during peak hour and could still move around freely. Staff were exceptional and went over and above to make my casual visit quality. Equipment is first class with a well thought out floor plan. The outside swimming pool is an awesome aspect and a great way to finish off a session.",5,Virgin Active,Tanjong Pagar,344,2020
"One of the top notch gyms in town, and understandably more pricey than others so that it's not so crowded. Best classes (in my opinion) are hot yoga and altitude.

Roughly members would pay $200+ a month for a 12 or 24 months package but they charge you by weeks I.e 52 weeks or 104 weeks. There's plenty of equipment and interesting facilities. There's a pool shared with Sofitel, Himalayan salt inhalation room, sleeping pods for the busy executives wanting a quick nap, yoga studios, les mils classes (bodycombat, bodypump) and workout area with free weights. What I love is their threadmills machines come with Netflix (you need your own account) and YouTube! There's complimentary attire they would rent to you, and also shower facilities and hair dryers etc. lockers are available as well. Everyday there would be fruits in a basket and free tea and coffee and water :)",5,Virgin Active,Tanjong Pagar,875,2020
"I almost didnt get a subscription here, but Im so happy I ended up getting one, and thats all thanks to JJ. I arrived at the gym quite late, it was after 9pm. I already had another gym in mind, but as I was nearby I decided to take a look at Virgin Active too. JJ was both professional and friendly (I didnt expect so much positive energy from someone at 9pm) and explained to me with lots of patience what is included. He kind of convinced me to get the subscription - great communication skills! Now I can say that I definitely made a good choice. Its been a month since Ive been using the gym 5-6 times/ week and its everything and much more than I expected. The changing room is clean, spacious and bright, it provides multiple hairdryers, towels and gym clothes. The training room is spacious and has enough equipment, even on the peak hours its easy to find something available. The gym has a wonderful view that you can enjoy when using the treadmill. I tried a few of the classes and my favorite by far is Grit - short, but intense. I also liked the hot yoga class. They have some interesting and creative classes as well, such as Barre (a ballet inspired workout). I totally recommend this gym. I really have no complains.",5,Virgin Active,Tanjong Pagar,1231,2020
Spacious clean and great work out place.,5,Virgin Active,Tanjong Pagar,40,2020
"Just a gym, high class gym",4,Virgin Active,Tanjong Pagar,26,2019
"VA is one of the best gyms in Singapore. Their classes are great, facility is comprehensive.",5,Virgin Active,Tanjong Pagar,92,2019
This is where I make all my sick gainz.,5,Virgin Active,Tanjong Pagar,39,2019
"This is one of the best gyms I have ever been to. It has all the amenities and equipment you could hope for from a proper gym. Weights, functional equipment, lifting rigs, extensive cardio section, and great studio classes. They even have a napping area, a coworking space, and an altitude training room! Plus access to a pool, and high class touches.

5/5. And I've heard other locations are even more stacked. @VirginActive if you're listening please come to Toronto ;)",5,Virgin Active,Tanjong Pagar,471,2019
"This review is for the Tanjong Sorry for the inconvenience Pagar location.

The gym is conveniently located ontop of the Tanjong Pagar MRT station. Often times one of the few Virgin Active locations open on public holidays.

Be prepared to face many broken machines, non-functioning amenities such as steamrooms being broken or wifi being down, full or unbookable classes, blaring music, and an unfriendly janitorial staff.

This all makes sense though because the gym is just so affordable. With rates around only $55 a week (nearly $3,000 a year) who could expect a premium experience.

They do some cute motivational chalkboard drawings every couple of weeks - really makes me feel like I am getting my monies worth.",2,Virgin Active,Tanjong Pagar,719,2019
"Good high quality gym with friendly staff!

But the membership prices are very high and it gets really busy every day from 18:00 to 20:00.",4,Virgin Active,Tanjong Pagar,138,2019
"I love being a Virgin Active member and I have frequented most of their branches but the service standards at this branch in particular is nowhere near any of the others. Quite a few of my friends who are regulars of the Marine One branch have spoken poorly of the Tanjong Pagar branch and I cant say that I disagree.

Being pretty new to the Tanjong Pagar branch, I asked for some help and directions because I couldnt find my way around. The staff at the counter was very impatient with me and spoke to me like I should already know everything. They also managed to lose my gym member card and told me they cant do anything about it. When I prompted them further to give me a proper solution, they told me to get it reprinted at Marine One. Such great service recovery. I honestly think the service staff here should go check out their counterparts at the Marina One and Paya Lebar branches to learn a thing or two about customer service.",2,Virgin Active,Tanjong Pagar,940,2019
"Amazing atmosphere. There are a lot of space between the machines and there are sufficient showers for females that I have never queued for. Love that the staff do not disturb us or try to upsell packages. They will check you in at the counter and you are free to get on with your stuff. Even for goers who only came for the trial, they won't be made to feel obligated into joining the gym.",5,Virgin Active,Tanjong Pagar,390,2019
Recommended. Does it get any better? Anywhere? Doubt it...,5,Virgin Active,Tanjong Pagar,58,2019
"Never enough glasses and cups, seems under resourced",3,Virgin Active,Tanjong Pagar,52,2019
Most space in free weights area amongst all Virgin gyms in Singapore,5,Virgin Active,Tanjong Pagar,68,2019
Excellent facilities,5,Virgin Active,Tanjong Pagar,20,2019
"Rules for the sake of rules. And expensive. Apparently, you HAVE to do the class warm up EXACTLY as prescribed when doing a class. Lol. You cannot, even if you remarkably know your own body better than them, do your own stretches. Big brother knows best. We have rules? Why? Cause its the rule. Note this is not a written down policy (naturally as its rather unenforceable) just something they make up because they have to feel important for themselves. Given like any gym you are rightly asked to sign a waiver form, this isnt about injury liability this is just about the instructors and staff decreeing power amongst themselves and then feeling self important when they address and enforce their own rules. For the money and total lack of common sense i would strongly recommend another gym.",1,Virgin Active,Tanjong Pagar,794,2019
"Smaller than most of the other Virgin Singapore outlets, but love coming here for the altitude room!",4,Virgin Active,Tanjong Pagar,100,2019
"Great gym, especially for international travelers with premier memberships. The gym offers so much space and variety of exercise types. The dedicated deadlift area was definitely a plus. The free gym gear and towels are a must. Just wish the weight area was a little bigger to match the rest of the gym.",5,Virgin Active,Tanjong Pagar,303,2019
"A wonderfully clean and well maintained gym in posh surroundings. Plenty of equipment, modern and spacious.",5,Virgin Active,Tanjong Pagar,107,2019
"Sparkling upscale gym with top notch facilities and equipment. Unfortunately it is only accessible via one lift and a few times it went out of service and the patrons have to take a long detour from the office building to get in. Also the floor shakes too much, cant bear running on a treadmill as the footsteps of the neighboring runner causes the floor to recoil back, affecting my stride and perhaps too much impact on my knees.",3,Virgin Active,Tanjong Pagar,431,2019
Dirty equipment,2,Virgin Active,Tanjong Pagar,15,2018
Pricy package. But good classes,5,Virgin Active,Tanjong Pagar,31,2018
great gym with access for guests staying at Sofitel City Centre,5,Virgin Active,Tanjong Pagar,63,2018
"Really great gym, lots of good equipment",4,Virgin Active,Tanjong Pagar,40,2018
"Good gym, best i seen in Singapore",5,Virgin Active,Tanjong Pagar,34,2018
"Spacious, great facilities, equipment is clean and fit for use. The ambience and decorations make it a modern and lush place to work out!",5,Virgin Active,Tanjong Pagar,137,2018
Great equipment and facilities,5,Virgin Active,Tanjong Pagar,30,2018
Amazing gym totally recommended.,5,Virgin Active,Tanjong Pagar,32,2018
Amazing gym. Expensive but great facilities.,5,Virgin Active,Tanjong Pagar,44,2018
Top top-notch gym with great view and super clean facilities. Worth the membership price,5,Virgin Active,Tanjong Pagar,88,2018
"I really loved their Grid Active Classes and a fan of Bodystep sessions every wednesday. However they rely on Sofitel for swimming activities. I would recommend this club for the ambience, good service and group workout sessions.",5,Virgin Active,Tanjong Pagar,229,2018
"One thing that I really love about Virgin Active is that they do NOT hard sell! They did not push me to sign any contracts, and they have a flexible option for the fickle-minded. The gym is well-equipped, with great instructors and staff. Locker & shower area is kept clean, with pretty good quality toiletries (only thing I need to bring to the gym is my skin care products). Worth checking out if you're looking to join a gym in Singapore!",5,Virgin Active,Tanjong Pagar,441,2018
Posh! But entrance lift is a bit tricky to find,5,Virgin Active,Tanjong Pagar,47,2018
My home gym. Now made better with a shared pool with Sofitel. The missing star is for a proper bike studio which would make things perfect,4,Virgin Active,Tanjong Pagar,138,2018
Awesome gym,5,Virgin Active,Tanjong Pagar,11,2018
Excellent gym with very good facilities,5,Virgin Active,Tanjong Pagar,39,2017
Good facilities. But all classes always full and quite crowded.,4,Virgin Active,Tanjong Pagar,63,2017
Awesome gym. Always rocking. Superb place for workout. I love it. I usually say second home in Singapore,5,Virgin Active,Tanjong Pagar,104,2017
No changing room in ladies locker room,4,Virgin Active,Tanjong Pagar,38,2017
Great gym!,5,Virgin Active,Tanjong Pagar,10,2017
Really good gym facilities,5,Virgin Active,Tanjong Pagar,26,2017
Ive been to many gyms in Singapore but I always go back to Virgin Active. Best service and equipment so far.,5,Virgin Active,Tanjong Pagar,108,2017
A little pricey but good nap rooms and providence of attire is a plus.,4,Virgin Active,Tanjong Pagar,70,2017
Great selection of equipment and classes. Its beginning to get crowded and harder to get some classes.,4,Virgin Active,Tanjong Pagar,102,2017
Love the layout of the gym,5,Virgin Active,Tanjong Pagar,26,2017
best gym ever,5,Virgin Active,Tanjong Pagar,13,2017
"Best gym in town, waiting for the swimming pool to open to give 5 stars.",4,Virgin Active,Tanjong Pagar,72,2017
"Top accommodation, top classes and top personnel!",5,Virgin Active,Tanjong Pagar,49,2017
"High standard , well equipped, activities and rest & refresh gym.
Staffs are very active & attentive and helps you with whatever you need.
Have Steam room, salt room, nap room, yoga and gym activities...
Best to drop by if you are working around the area...
High Five !",4,Virgin Active,Tanjong Pagar,269,2017
"Location is central, lots of machines, classes and people in the gym.",5,Virgin Active,Tanjong Pagar,69,2017
Great gym. Love the layout here as compared to the raffles branch.,5,Virgin Active,Tanjong Pagar,66,2017
Nice staff. Great equipment. Nice PT. A lot of classes too.,5,Virgin Active,Tanjong Pagar,59,2017
"Bad experience for my scheduled tour. Arrived on time and inform the receptionist but told to wait at the lounge. After 30 minutes of waiting, nobody approached me so I followed up with the receptionist. Receptionist asked one of the staff to walk me around the workout area. Tour was less than 2 minutes. Nobody explained to me about the delay or about the gym.",1,Virgin Active,Tanjong Pagar,362,2017
Awesome gym,5,Virgin Active,Tanjong Pagar,11,2017
A big and spacious gym..,5,Virgin Active,Tanjong Pagar,24,2017
